Id,userId,movieId,rating
0,1,6,3.9238855242729187
1,1,10,3.979257345199585
2,1,12,4.436884522438049
3,1,14,3.9521831274032593
4,1,17,3.242037296295166
5,1,20,3.934972882270813
6,1,23,4.239125549793243
7,1,24,3.3833137154579163
8,1,27,3.323882222175598
9,1,31,3.6907556653022766
10,1,33,3.5539376735687256
11,1,36,2.589345872402191
12,1,39,3.418623208999634
13,1,44,3.338671624660492
14,1,47,3.7299394607543945
15,1,49,3.366253972053528
16,1,51,3.6463767290115356
17,1,53,3.0861708521842957
18,1,54,3.4843552112579346
19,1,56,4.1290828585624695
20,1,60,4.028016924858093
21,1,61,3.7929821014404297
22,1,62,3.34367573261261
23,1,64,4.450105130672455
24,1,65,3.687499165534973
25,1,67,3.1250083446502686
26,1,69,3.9304766058921814
27,1,70,3.75437468290329
28,1,72,3.241783380508423
29,1,73,3.52530837059021
30,1,74,3.706035614013672
31,1,76,3.693607747554779
32,1,78,2.5450438261032104
33,1,80,2.82839834690094
34,1,81,3.498717248439789
35,1,82,3.858356475830078
36,1,84,2.7868428826332092
37,1,85,3.2226914167404175
38,1,86,3.92049640417099
39,1,90,3.2346081733703613
40,1,91,3.5988950729370117
41,1,92,3.657662868499756
42,1,96,4.119991660118103
43,1,97,3.84103000164032
44,1,98,4.322704076766968
45,1,100,4.1693079471588135
46,1,102,3.1561392545700073
47,1,103,2.604634463787079
48,1,104,2.3900042474269867
49,1,107,3.557697832584381
50,1,108,3.0255651473999023
51,1,112,2.5809073448181152
52,1,113,3.7076497077941895
53,1,114,4.380336105823517
54,1,117,3.7375402450561523
55,1,118,3.291284441947937
56,1,120,2.322707623243332
57,1,121,3.424476981163025
58,1,125,3.5046428442001343
59,1,128,3.6208462715148926
60,1,129,3.784691095352173
61,1,130,2.6309049129486084
62,1,132,4.140264987945557
63,1,134,4.386681020259857
64,1,140,3.342803716659546
65,1,143,3.7738066911697388
66,1,145,2.6504650712013245
67,1,148,3.373780846595764
68,1,150,3.754526376724243
69,1,151,3.658030927181244
70,1,154,3.8245904445648193
71,1,155,3.1671932339668274
72,1,157,3.8464462757110596
73,1,159,3.3283835649490356
74,1,160,3.611912727355957
75,1,161,3.583996295928955
76,1,163,3.593907356262207
77,1,164,3.6944985389709473
78,1,170,4.199254214763641
79,1,171,4.163463711738586
80,1,174,4.279376268386841
81,1,175,3.8431668281555176
82,1,177,3.852250576019287
83,1,180,4.072580635547638
84,1,183,4.135896563529968
85,1,184,3.5165250301361084
86,1,185,4.2421528697013855
87,1,186,3.937603533267975
88,1,188,3.7742096185684204
89,1,189,3.9520540833473206
90,1,190,4.281008243560791
91,1,193,4.008212685585022
92,1,196,4.001089930534363
93,1,200,3.863324224948883
94,1,201,3.6294493079185486
95,1,202,3.849503993988037
96,1,206,3.486134111881256
97,1,208,4.003536105155945
98,1,209,4.085222482681274
99,1,210,3.975341320037842
100,1,212,3.7462344765663147
101,1,213,4.184256196022034
102,1,214,3.4362852573394775
103,1,215,3.693196177482605
104,1,218,3.45622718334198
105,1,219,3.3233126997947693
106,1,221,3.9284098148345947
107,1,222,3.7061119079589844
108,1,224,3.7794876098632812
109,1,225,3.03323894739151
110,1,226,3.4227609634399414
111,1,227,3.448571264743805
112,1,228,3.887200951576233
113,1,229,3.1812429428100586
114,1,230,3.5509568452835083
115,1,232,3.324686586856842
116,1,233,3.325585126876831
117,1,235,2.9124969244003296
118,1,236,3.5643887519836426
119,1,241,3.6325329542160034
120,1,242,4.103785157203674
121,1,243,2.5094306468963623
122,1,248,3.7320148944854736
123,1,250,3.424353003501892
124,1,252,2.945002019405365
125,1,253,3.417387008666992
126,1,254,2.46708020567894
127,1,255,3.373212218284607
128,1,258,3.8489288091659546
129,1,259,2.7925097942352295
130,1,260,2.5681445002555847
131,1,262,3.7474325299263
132,1,264,2.7355247735977173
133,1,265,3.9134058356285095
134,1,266,2.8465357422828674
135,1,267,3.2574084401130676
136,1,272,4.399699568748474
137,2,13,3.543536961078644
138,2,19,4.188770651817322
139,2,50,4.483804106712341
140,2,251,4.378758668899536
141,2,257,3.844362497329712
142,2,279,3.4707939624786377
143,2,280,3.3062058687210083
144,2,281,3.2012641429901123
145,2,290,3.263632357120514
146,2,292,3.6470547318458557
147,2,297,4.054716527462006
148,2,298,3.790878653526306
149,2,299,2.8993722796440125
150,2,301,3.439529538154602
151,2,303,3.857600688934326
152,2,307,3.5846340656280518
153,2,308,3.1564897298812866
154,2,312,3.406812846660614
155,2,313,4.360349178314209
156,2,314,2.2303925454616547
157,2,315,4.2440065741539
158,2,316,4.280761778354645
159,3,245,2.8876233100891113
160,3,264,2.427939474582672
161,3,272,4.104240536689758
162,3,294,2.8233754634857178
163,3,299,2.5271978974342346
164,3,300,3.4073475003242493
165,3,307,3.2096582651138306
166,3,318,4.219946563243866
167,3,323,2.642284333705902
168,3,324,2.9040610790252686
169,3,327,3.048860728740692
170,3,328,3.2048428058624268
171,3,330,3.0660703778266907
172,3,331,3.270319402217865
173,3,332,3.2812991738319397
174,3,334,3.0817896127700806
175,3,335,2.7152740955352783
176,3,337,3.41951847076416
177,3,341,2.706126570701599
178,3,343,2.8833436965942383
179,3,345,3.201129138469696
180,3,348,2.786116600036621
181,3,349,2.811533212661743
182,3,350,2.894139289855957
183,3,351,2.601158022880554
184,3,354,3.2184696197509766
185,4,50,5.058192610740662
186,4,260,3.2833459973335266
187,4,264,3.4524160623550415
188,4,288,4.177181124687195
189,4,294,3.848738670349121
190,4,303,4.479965269565582
191,4,354,4.229774177074432
192,4,356,4.12093311548233
193,4,357,5.033285021781921
194,4,361,3.9902910590171814
195,5,1,3.529219627380371
196,5,2,2.814458906650543
197,5,17,2.8385046124458313
198,5,24,2.9794448614120483
199,5,40,2.630995810031891
200,5,42,3.443371057510376
201,5,62,2.939823567867279
202,5,69,3.5326004028320312
203,5,79,3.7508201599121094
204,5,80,2.430158853530884
205,5,89,3.7798982858657837
206,5,90,2.8311145305633545
207,5,94,2.7921855449676514
208,5,98,3.9363494515419006
209,5,100,3.777727782726288
210,5,102,2.7531808614730835
211,5,109,3.193141222000122
212,5,110,2.2963182628154755
213,5,139,2.6355475187301636
214,5,143,3.373018503189087
215,5,144,3.5013264417648315
216,5,153,3.389388918876648
217,5,154,3.424638509750366
218,5,167,2.687366306781769
219,5,173,3.8401713967323303
220,5,176,3.5931813716888428
221,5,185,3.8529381155967712
222,5,209,3.691168427467346
223,5,211,3.6261701583862305
224,5,214,3.032485544681549
225,5,219,2.9194948077201843
226,5,222,3.3043622970581055
227,5,225,2.6315852999687195
228,5,227,3.0448049306869507
229,5,230,3.147682547569275
230,5,231,2.4179549515247345
231,5,234,3.3828604221343994
232,5,241,3.229944109916687
233,5,243,2.1195052564144135
234,5,259,2.3950298130512238
235,5,267,2.85380095243454
236,5,363,2.2496621310710907
237,5,364,2.458798736333847
238,5,369,2.3601150512695312
239,5,370,2.4631375074386597
240,5,372,3.1107473373413086
241,5,376,2.696862816810608
242,5,377,2.3623664677143097
243,5,379,2.847677767276764
244,5,382,3.2109779119491577
245,5,384,2.300746589899063
246,5,385,3.3673706650733948
247,5,388,2.1301306784152985
248,5,389,3.1450170278549194
249,5,391,2.289658337831497
250,5,393,3.0875128507614136
251,5,394,2.902979254722595
252,5,397,2.6889225840568542
253,5,400,2.553647458553314
254,5,402,3.1655365228652954
255,5,403,3.166377544403076
256,5,407,2.1047018468379974
257,5,410,2.8218212723731995
258,5,411,2.632652521133423
259,5,413,2.46148020029068
260,5,417,2.8772521018981934
261,5,418,3.103991150856018
262,5,421,3.2053667306900024
263,5,422,2.4836067855358124
264,5,423,3.525201380252838
265,5,424,0.9808168560266495
266,5,426,2.8423166275024414
267,5,428,3.492026925086975
268,5,429,3.7484291195869446
269,5,433,3.4995338320732117
270,5,435,3.631589412689209
271,5,436,3.343678116798401
272,5,439,2.0084266364574432
273,5,441,2.449556440114975
274,5,444,2.693040370941162
275,5,445,3.3245819807052612
276,5,453,2.1061258018016815
277,5,454,2.6126056909561157
278,5,457,1.6954140365123749
279,6,14,3.6808407306671143
280,6,15,3.5190600156784058
281,6,19,3.8605284690856934
282,6,23,3.9737820625305176
283,6,28,3.6993348598480225
284,6,32,3.5367166996002197
285,6,56,3.8611799478530884
286,6,59,3.7108904123306274
287,6,69,3.658771514892578
288,6,70,3.480175733566284
289,6,81,3.222372531890869
290,6,86,3.648627996444702
291,6,87,3.798981010913849
292,6,95,3.6052685976028442
293,6,98,4.0595123171806335
294,6,100,3.902302384376526
295,6,117,3.463144898414612
296,6,124,3.850424289703369
297,6,125,3.228326439857483
