Id,userId,movieId,rating
0,1,6,3.781431019
1,1,10,4.07569617
2,1,12,4.556167126
3,1,14,4.0217188
4,1,17,3.455435038
5,1,20,3.635818064
6,1,23,4.246116281
7,1,24,3.544860184
8,1,27,3.380840421
9,1,31,3.806717396
10,1,33,3.613711894
11,1,36,2.13472873
12,1,39,3.515423834
13,1,44,3.398585618
14,1,47,3.873116374
15,1,49,3.453076184
16,1,51,3.630296588
17,1,53,3.189670146
18,1,54,3.525640965
19,1,56,4.201984107
20,1,60,4.198769629
21,1,61,4.01843071
22,1,62,3.448438346
23,1,64,4.607126117
24,1,65,3.793463111
25,1,67,3.219833374
26,1,69,4.034017026
27,1,70,3.809454441
28,1,72,3.322326243
29,1,73,3.652468622
30,1,74,3.712875843
31,1,76,3.729973733
32,1,78,2.659674585
33,1,80,2.904014289
34,1,81,3.708114922
35,1,82,3.911123276
36,1,84,2.906018794
37,1,85,3.206110597
38,1,86,4.079306424
39,1,90,3.298210204
40,1,91,3.758021891
41,1,92,3.793905079
42,1,96,4.17494148
43,1,97,3.937853575
44,1,98,4.437489212
45,1,100,4.277221262
46,1,102,3.298543394
47,1,103,2.519879639
48,1,104,2.778970301
49,1,107,3.669718206
50,1,108,3.207308352
51,1,112,2.702749372
52,1,113,4.048637152
53,1,114,4.508412778
54,1,117,3.831402659
55,1,118,3.366677463
56,1,120,2.386951745
57,1,121,3.565751612
58,1,125,3.656715453
59,1,128,3.749284744
60,1,129,3.960030973
61,1,130,2.713547051
62,1,132,4.059856832
63,1,134,4.355481565
64,1,140,3.383313715
65,1,143,3.908286393
66,1,145,2.807781994
67,1,148,3.404507041
68,1,150,3.978104591
69,1,151,3.772448599
70,1,154,3.934000134
71,1,155,3.196106851
72,1,157,3.873255253
73,1,159,3.372949064
74,1,160,3.737343252
75,1,161,3.611584306
76,1,163,3.719387352
77,1,164,3.72192353
78,1,170,4.307593405
79,1,171,4.18866843
80,1,174,4.446565509
81,1,175,3.982897401
82,1,177,3.984663486
83,1,180,4.186779261
84,1,183,4.175434709
85,1,184,3.595835268
86,1,185,4.250112176
87,1,186,4.013780355
88,1,188,3.935696781
89,1,189,4.198873639
90,1,190,4.31224227
91,1,193,4.105181396
92,1,196,4.01914686
93,1,200,3.938713372
94,1,201,3.784588873
